TOA,AOA,Amplitude,Frequency,Pulse Width
1.5e-06,87,-33,9420000000.0,3e-06
0.0001315,87,-33,9420000000.0,3e-06
0.0002615,87,-33,9420000000.0,3e-06
0.00039150000000000003,87,-33,9420000000.0,3e-06
0.0005215,87,-33,9420000000.0,3e-06
0.0006515000000000001,87,-33,9420000000.0,3e-06
0.0007815000000000001,87,-33,9420000000.0,3e-06
0.0009115000000000001,87,-33,9420000000.0,3e-06
0.0010415,87,-33,9420000000.0,3e-06
0.0011715,87,-33,9420000000.0,3e-06
0.0013015,87,-33,9420000000.0,3e-06
0.0014314999999999998,87,-33,9420000000.0,3e-06
0.0015614999999999997,87,-33,9420000000.0,3e-06
0.0016914999999999996,87,-33,9420000000.0,3e-06
0.0018214999999999996,87,-33,9420000000.0,3e-06
0.0019514999999999995,87,-33,9420000000.0,3e-06
0.0020814999999999996,87,-33,9420000000.0,3e-06
0.0022114999999999995,87,-33,9420000000.0,3e-06
0.0023414999999999994,87,-33,9420000000.0,3e-06
0.0024714999999999993,87,-33,9420000000.0,3e-06
0.002601499999999999,87,-33,9420000000.0,3e-06
0.002731499999999999,87,-33,9420000000.0,3e-06
0.002861499999999999,87,-33,9420000000.0,3e-06
0.002991499999999999,87,-33,9420000000.0,3e-06
0.003121499999999999,87,-33,9420000000.0,3e-06
0.0032514999999999987,87,-33,9420000000.0,3e-06
0.0033814999999999987,87,-33,9420000000.0,3e-06
0.0035114999999999986,87,-33,9420000000.0,3e-06
0.0036414999999999985,87,-33,9420000000.0,3e-06
0.0037714999999999984,87,-33,9420000000.0,3e-06
0.0039014999999999983,87,-33,9420000000.0,3e-06
0.004031499999999999,87,-33,9420000000.0,3e-06
0.0041614999999999985,87,-33,9420000000.0,3e-06
0.0042914999999999984,87,-33,9420000000.0,3e-06
0.004421499999999998,87,-33,9420000000.0,3e-06
0.004551499999999998,87,-33,9420000000.0,3e-06
0.004681499999999998,87,-33,9420000000.0,3e-06
0.004811499999999998,87,-33,9420000000.0,3e-06
0.004941499999999998,87,-33,9420000000.0,3e-06
0.005071499999999998,87,-33,9420000000.0,3e-06
0.005201499999999998,87,-33,9420000000.0,3e-06
0.005331499999999998,87,-33,9420000000.0,3e-06
0.005461499999999998,87,-33,9420000000.0,3e-06
0.0055914999999999975,87,-33,9420000000.0,3e-06
0.005721499999999997,87,-33,9420000000.0,3e-06
0.005851499999999997,87,-33,9420000000.0,3e-06
0.005981499999999997,87,-33,9420000000.0,3e-06
0.006111499999999997,87,-33,9420000000.0,3e-06
0.006241499999999997,87,-33,9420000000.0,3e-06
0.006371499999999997,87,-33,9420000000.0,3e-06
0.006501499999999997,87,-33,9420000000.0,3e-06
0.006631499999999997,87,-33,9420000000.0,3e-06
0.006761499999999997,87,-33,9420000000.0,3e-06
0.006891499999999997,87,-33,9420000000.0,3e-06
0.0070214999999999965,87,-33,9420000000.0,3e-06
0.007151499999999996,87,-33,9420000000.0,3e-06
0.007281499999999996,87,-33,9420000000.0,3e-06
0.007411499999999996,87,-33,9420000000.0,3e-06
0.007541499999999996,87,-33,9420000000.0,3e-06
0.007671499999999996,87,-33,9420000000.0,3e-06
0.007801499999999996,87,-33,9420000000.0,3e-06
0.007931499999999996,87,-33,9420000000.0,3e-06
0.008061499999999996,87,-33,9420000000.0,3e-06
